# time f200lp f300x f350lp f475x f600lp f850lp f218w f225w f275w f336w f390w f438w f475w f555w f606w f625w f775w f814w f105w f110w f125w f140w f160w f070w f090w f115w f150w f150w2 f200w f277w f322w2 f356w f444w f0560w f0770w f1000w
-1.95 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-1.85 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-1.75 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-1.65 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-1.55 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-1.45 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-1.35 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-1.25 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-1.15 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-1.05 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.95 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.85 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.75 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.65 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.55 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.45 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.35 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.25 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.15 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.05 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
3.95 -10.976 -1.873 -11.478 -8.223 -12.558 -13.923 -1.235 -2.373 -1.251 1.043 -4.725 -5.92 -6.907 -8.754 -10.115 -10.529 -12.308 -12.959 -14.593 -14.662 -14.795 -14.952 -15.066 -11.438 -14.74 -14.821 -14.99 -15.2 -14.847 -14.796 -14.573 -14.303 -13.376 -12.765 -12.299 -8.673
4.05 -10.918 -1.695 -11.421 -8.018 -12.505 -13.873 -1.143 -2.326 -1.202 1.237 -0.157 -4.748 -6.779 -8.568 -10.002 -10.416 -12.254 -12.91 -14.55 -14.621 -14.767 -14.903 -15.023 -11.333 -14.731 -14.775 -14.942 -15.18 -14.829 -14.774 -14.562 -14.309 -13.366 -12.909 -12.266 -7.388
4.15 -10.889 -1.694 -11.391 -7.923 -12.476 -13.86 -1.136 -2.303 -1.178 1.094 -3.549 -5.27 -6.558 -8.465 -9.95 -10.356 -12.222 -12.881 -14.541 -14.623 -14.774 -14.916 -15.033 -11.31 -14.733 -14.767 -14.96 -15.192 -14.828 -14.781 -14.575 -14.331 -13.474 -12.834 -12.313 -7.457
4.25 -10.854 -1.627 -11.356 -7.84 -12.443 -13.852 -1.076 -2.274 -1.15 1.255 3.2 -3.555 -6.418 -8.407 -9.874 -10.292 -12.138 -12.834 -14.546 -14.625 -14.768 -14.918 -15.034 -11.23 -14.74 -14.769 -14.96 -15.2 -14.837 -14.803 -14.584 -14.318 -13.492 -12.976 -12.401 -7.676
4.35 -10.784 -1.58 -11.286 -7.668 -12.375 -13.766 -1.004 -2.193 -1.078 1.275 -1.019 -3.509 -6.071 -8.245 -9.786 -10.209 -12.111 -12.773 -14.505 -14.612 -14.769 -14.925 -15.027 -11.186 -14.72 -14.755 -14.966 -15.191 -14.822 -14.79 -14.589 -14.357 -13.469 -12.927 -12.44 -8.042
4.45 -10.731 -1.696 -11.233 -7.662 -12.321 -13.737 -0.955 -2.149 -1.025 1.337 -3.408 -2.292 -5.766 -8.24 -9.81 -10.232 -11.989 -12.705 -14.47 -14.568 -14.726 -14.865 -14.968 -11.12 -14.714 -14.708 -14.899 -15.167 -14.786 -14.786 -14.601 -14.391 -13.517 -12.886 -12.407 -8.155
4.55 -10.72 -1.855 -11.222 -7.561 -12.313 -13.709 -0.945 -2.141 -1.02 -3.223 -2.95 -4.016 -6.185 -8.138 -9.712 -10.126 -12.044 -12.704 -14.432 -14.548 -14.719 -14.863 -14.977 -11.063 -14.729 -14.679 -14.911 -15.174 -14.806 -14.816 -14.622 -14.393 -13.587 -13.014 -12.343 -8.569
4.65 -10.698 -1.507 -11.2 -7.526 -12.291 -13.736 -0.951 -2.137 -1.009 1.345 -1.709 -5.049 -6.34 -8.082 -9.571 -9.961 -11.969 -12.695 -14.449 -14.556 -14.718 -14.863 -14.98 -10.993 -14.735 -14.69 -14.911 -15.176 -14.797 -14.802 -14.614 -14.398 -13.63 -12.941 -12.424 -8.522
4.75 -10.613 -1.947 -11.115 -7.199 -12.21 -13.648 -0.855 -2.053 -0.926 -3.542 -3.199 -2.188 -5.239 -7.808 -9.505 -9.93 -11.881 -12.604 -14.402 -14.52 -14.691 -14.857 -14.989 -10.918 -14.728 -14.652 -14.922 -15.186 -14.82 -14.825 -14.648 -14.448 -13.643 -13.035 -12.438 -8.713
4.85 -10.555 -1.495 -11.057 -7.181 -12.151 -13.575 -0.791 -1.986 -0.866 1.518 -3.333 -4.714 -5.132 -7.768 -9.419 -9.847 -11.858 -12.559 -14.377 -14.496 -14.684 -14.837 -14.963 -10.908 -14.707 -14.642 -14.89 -15.176 -14.811 -14.827 -14.634 -14.408 -13.701 -13.056 -12.423 -8.785
4.95 -10.532 -1.334 -11.034 -7.137 -12.129 -13.572 -0.781 -1.969 -0.847 1.522 -3.494 -4.781 -5.758 -7.709 -9.41 -9.837 -11.794 -12.522 -14.353 -14.485 -14.677 -14.813 -14.926 -10.839 -14.712 -14.617 -14.864 -15.165 -14.779 -14.823 -14.643 -14.433 -13.699 -13.087 -12.432 -8.85
5.05 -10.508 -1.392 -11.01 -7.229 -12.103 -13.55 -0.794 -1.945 -0.825 1.628 -4.31 -4.675 -5.497 -7.78 -9.396 -9.822 -11.772 -12.493 -14.324 -14.462 -14.655 -14.815 -14.944 -10.793 -14.714 -14.581 -14.878 -15.167 -14.788 -14.834 -14.653 -14.444 -13.694 -13.041 -12.502 -8.492
5.15 -10.476 -1.28 -10.978 -7.114 -12.072 -13.546 -0.719 -1.93 -0.803 1.594 -3.073 -3.95 -5.681 -7.671 -9.239 -9.63 -11.735 -12.482 -14.339 -14.469 -14.665 -14.812 -14.95 -10.734 -14.729 -14.602 -14.882 -15.187 -14.802 -14.871 -14.687 -14.472 -13.755 -13.143 -12.383 -7.905
5.25 -10.43 -1.223 -10.932 -6.945 -12.028 -13.508 -0.669 -1.876 -0.749 1.606 1.121 -3.977 -5.432 -7.526 -9.221 -9.619 -11.649 -12.43 -14.315 -14.458 -14.661 -14.823 -14.946 -10.754 -14.72 -14.587 -14.883 -15.184 -14.806 -14.878 -14.686 -14.463 -13.768 -13.119 -12.396 -8.243
5.35 -10.385 -1.169 -10.888 -7.078 -11.981 -13.435 -0.626 -1.819 -0.7 1.822 3.97 -3.953 -5.3 -7.662 -9.186 -9.624 -11.642 -12.386 -14.257 -14.419 -14.633 -14.793 -14.924 -10.741 -14.708 -14.543 -14.859 -15.17 -14.791 -14.859 -14.672 -14.454 -13.795 -13.168 -12.432 -8.368
5.45 -10.344 -1.126 -10.846 -6.789 -11.942 -13.406 -0.569 -1.785 -0.658 1.707 4.012 2.463 -5.179 -7.387 -9.137 -9.553 -11.604 -12.344 -14.254 -14.414 -14.639 -14.773 -14.897 -10.685 -14.696 -14.538 -14.839 -15.162 -14.765 -14.865 -14.68 -14.467 -13.763 -13.167 -12.376 -8.129
5.55 -10.308 -1.115 -10.81 -7.031 -11.904 -13.356 -0.564 -1.748 -0.624 1.707 -3.438 -3.909 -5.342 -7.587 -9.118 -9.523 -11.574 -12.308 -14.202 -14.386 -14.618 -14.78 -14.915 -10.611 -14.69 -14.504 -14.852 -15.162 -14.775 -14.881 -14.69 -14.464 -13.769 -13.162 -12.451 -7.942
5.65 -10.303 -1.094 -10.805 -6.98 -11.898 -13.386 -0.548 -1.761 -0.628 1.79 4.078 2.464 -5.233 -7.552 -9.057 -9.467 -11.514 -12.303 -14.21 -14.383 -14.606 -14.755 -14.888 -10.563 -14.703 -14.504 -14.828 -15.157 -14.764 -14.887 -14.697 -14.474 -13.805 -13.157 -12.378 -8.933
5.75 -10.27 -1.512 -10.772 -6.925 -11.865 -13.358 -0.52 -1.73 -0.608 -2.878 -2.953 -4.231 -5.985 -7.477 -8.853 -9.239 -11.517 -12.287 -14.181 -14.369 -14.597 -14.761 -14.887 -10.493 -14.709 -14.48 -14.83 -15.159 -14.765 -14.896 -14.701 -14.472 -13.762 -13.258 -12.451 -9.271
5.85 -10.2 -0.992 -10.702 -6.8 -11.797 -13.294 -0.451 -1.651 -0.529 1.961 4.029 -3.742 -5.049 -7.387 -8.957 -9.391 -11.377 -12.194 -14.148 -14.337 -14.567 -14.733 -14.876 -10.485 -14.687 -14.452 -14.814 -15.152 -14.77 -14.892 -14.697 -14.468 -13.796 -13.184 -12.423 -8.122
5.95 -10.146 -0.942 -10.648 -6.646 -11.745 -13.245 -0.387 -1.597 -0.471 1.913 3.97 -3.887 -5.215 -7.236 -8.913 -9.312 -11.334 -12.144 -14.127 -14.333 -14.574 -14.733 -14.864 -10.441 -14.69 -14.433 -14.81 -15.148 -14.737 -14.898 -14.709 -14.489 -13.821 -13.257 -12.437 -7.778
6.05 -10.145 -0.977 -10.648 -6.671 -11.744 -13.228 -0.422 -1.597 -0.474 1.87 -3.345 -3.727 -5.433 -7.233 -8.889 -9.258 -11.384 -12.146 -14.107 -14.305 -14.551 -14.716 -14.873 -10.426 -14.659 -14.407 -14.812 -15.132 -14.74 -14.884 -14.686 -14.451 -13.743 -13.14 -12.432 -9.009
6.15 -10.119 -0.933 -10.621 -6.651 -11.717 -13.223 -0.384 -1.575 -0.442 1.963 -3.265 -3.755 -5.128 -7.218 -8.869 -9.283 -11.291 -12.119 -14.086 -14.303 -14.55 -14.712 -14.855 -10.377 -14.67 -14.394 -14.8 -15.137 -14.731 -14.898 -14.698 -14.459 -13.774 -13.185 -12.479 -8.805
6.25 -10.095 -0.899 -10.597 -6.492 -11.694 -13.221 -0.353 -1.572 -0.435 2.05 4.285 2.63 -4.407 -7.072 -8.674 -9.09 -11.269 -12.11 -14.082 -14.297 -14.552 -14.7 -14.836 -10.267 -14.657 -14.391 -14.792 -15.125 -14.723 -14.9 -14.69 -14.433 -13.732 -13.134 -12.462 -9.334
6.35 -10.055 -0.846 -10.557 -6.756 -11.65 -13.161 -0.292 -1.51 -0.387 1.973 4.163 2.737 -4.628 -7.328 -8.834 -9.248 -11.219 -12.051 -14.044 -14.266 -14.519 -14.68 -14.821 -10.344 -14.638 -14.366 -14.775 -15.11 -14.72 -14.933 -14.706 -14.426 -13.661 -13.136 -12.312 -9.238
6.45 -9.982 -0.78 -10.485 -6.479 -11.581 -13.101 -0.238 -1.442 -0.316 2.104 4.358 2.784 -5.041 -7.064 -8.722 -9.12 -11.119 -11.983 -14.008 -14.242 -14.503 -14.667 -14.809 -10.191 -14.603 -14.342 -14.755 -15.094 -14.713 -14.902 -14.68 -14.409 -13.629 -13.163 -12.191 -7.95
6.55 -9.899 -1.014 -10.402 -6.195 -11.502 -13.032 -0.151 -1.367 -0.235 2.167 -2.991 2.633 -4.338 -6.806 -8.526 -8.937 -11.033 -11.906 -13.98 -14.222 -14.489 -14.648 -14.784 -10.144 -14.588 -14.313 -14.734 -15.081 -14.695 -14.892 -14.673 -14.409 -13.64 -13.039 -12.409 -9.478
6.65 -9.921 -0.722 -10.423 -6.097 -11.524 -13.029 -0.16 -1.384 -0.257 2.198 4.53 2.877 -4.767 -6.705 -8.554 -8.955 -11.138 -11.936 -13.956 -14.217 -14.494 -14.658 -14.799 -10.149 -14.58 -14.318 -14.745 -15.072 -14.659 -14.883 -14.67 -14.412 -13.627 -13.055 -12.235 -9.409
6.75 -9.885 -0.692 -10.388 -6.331 -11.484 -13.015 -0.141 -1.352 -0.219 2.101 4.185 -3.623 -4.439 -6.919 -8.608 -9.029 -11.011 -11.877 -13.954 -14.206 -14.483 -14.636 -14.776 -10.12 -14.577 -14.298 -14.73 -15.068 -14.655 -14.891 -14.669 -14.401 -13.586 -13.052 -12.307 -9.24
6.85 -9.847 -0.647 -10.35 -6.247 -11.447 -12.966 -0.104 -1.31 -0.18 2.216 4.523 2.986 -5.002 -6.826 -8.432 -8.809 -11.038 -11.859 -13.91 -14.185 -14.469 -14.615 -14.752 -10.071 -14.545 -14.261 -14.714 -15.051 -14.659 -14.903 -14.655 -14.344 -13.539 -13.03 -12.23 -9.474
6.95 -9.817 -0.619 -10.319 -6.175 -11.418 -12.951 -0.066 -1.29 -0.16 2.213 4.445 2.948 -4.59 -6.758 -8.414 -8.81 -10.967 -11.823 -13.888 -14.176 -14.464 -14.609 -14.734 -10.032 -14.52 -14.252 -14.701 -15.03 -14.641 -14.886 -14.638 -14.328 -13.454 -12.912 -12.206 -9.533
7.05 -9.775 -0.573 -10.277 -6.276 -11.373 -12.9 -0.029 -1.236 -0.108 2.207 4.644 2.395 -4.834 -6.855 -8.382 -8.767 -10.934 -11.782 -13.85 -14.138 -14.426 -14.576 -14.717 -10.042 -14.502 -14.207 -14.684 -15.017 -14.633 -14.875 -14.624 -14.308 -13.495 -12.95 -12.117 -8.25
7.15 -9.709 -0.622 -10.211 -6.342 -11.306 -12.839 0.016 -1.165 -0.035 2.331 -3.071 -3.377 -4.929 -6.892 -8.383 -8.773 -10.849 -11.712 -13.805 -14.121 -14.42 -14.567 -14.697 -10.025 -14.482 -14.186 -14.665 -15.001 -14.612 -14.859 -14.62 -14.323 -13.446 -12.869 -12.154 -9.397
7.25 -9.707 -0.514 -10.209 -6.23 -11.306 -12.828 0.052 -1.169 -0.028 2.308 3.566 -3.731 -4.893 -6.802 -8.317 -8.705 -10.896 -11.721 -13.791 -14.087 -14.383 -14.537 -14.678 -9.988 -14.459 -14.162 -14.636 -14.984 -14.61 -14.86 -14.606 -14.284 -13.399 -12.842 -12.144 -9.006
7.35 -9.65 -0.434 -10.152 -6.18 -11.247 -12.749 0.146 -1.093 0.04 2.336 4.575 3.236 -4.551 -6.76 -8.387 -8.793 -10.858 -11.639 -13.763 -14.074 -14.382 -14.522 -14.661 -9.991 -14.422 -14.147 -14.623 -14.965 -14.582 -14.84 -14.585 -14.261 -13.322 -12.853 -11.967 -9.235
7.45 -9.605 -0.414 -10.107 -6.137 -11.203 -12.706 0.15 -1.052 0.074 2.294 -2.976 -3.508 -5.087 -6.687 -8.333 -8.703 -10.808 -11.592 -13.74 -14.054 -14.36 -14.497 -14.632 -9.9 -14.388 -14.128 -14.594 -14.941 -14.573 -14.819 -14.549 -14.201 -13.284 -12.749 -12.047 -9.399
7.55 -9.584 -0.374 -10.086 -6.213 -11.179 -12.702 0.187 -1.03 0.095 2.293 4.754 3.234 -5.048 -6.768 -8.194 -8.55 -10.786 -11.58 -13.709 -14.046 -14.357 -14.499 -14.629 -9.916 -14.374 -14.111 -14.596 -14.934 -14.581 -14.822 -14.546 -14.185 -13.236 -12.735 -12.061 -8.719
7.65 -9.514 -0.321 -10.017 -5.582 -11.118 -12.642 0.241 -0.981 0.146 2.407 4.722 -3.601 -4.546 -6.177 -7.923 -8.285 -10.727 -11.533 -13.657 -14.001 -14.325 -14.462 -14.593 -9.793 -14.342 -14.068 -14.561 -14.903 -14.552 -14.797 -14.521 -14.161 -13.203 -12.717 -11.905 -9.202
7.75 -9.517 -0.309 -10.019 -5.788 -11.119 -12.624 0.26 -0.966 0.169 2.326 4.879 2.6 -4.708 -6.4 -8.162 -8.535 -10.732 -11.531 -13.623 -13.972 -14.294 -14.437 -14.574 -9.905 -14.316 -14.032 -14.546 -14.879 -14.533 -14.8 -14.506 -14.118 -13.087 -12.674 -11.88 -9.23
7.85 -9.499 -0.309 -10.001 -6.033 -11.098 -12.643 0.238 -0.971 0.172 2.442 4.675 3.003 -4.977 -6.588 -8.147 -8.513 -10.615 -11.51 -13.579 -13.944 -14.265 -14.415 -14.54 -9.736 -14.292 -13.987 -14.51 -14.856 -14.521 -14.771 -14.479 -14.091 -13.119 -12.587 -11.834 -9.208
7.95 -9.423 -0.221 -9.925 -5.659 -11.025 -12.56 0.349 -0.887 0.251 2.596 5.0 3.398 -4.426 -6.257 -7.94 -8.334 -10.614 -11.432 -13.55 -13.908 -14.228 -14.379 -14.51 -9.74 -14.276 -13.962 -14.483 -14.836 -14.501 -14.779 -14.475 -14.068 -12.982 -12.608 -11.839 -9.129
8.05 -9.372 -0.169 -9.874 -5.936 -10.971 -12.512 0.395 -0.831 0.3 2.562 4.899 3.392 -4.915 -6.514 -8.068 -8.435 -10.495 -11.36 -13.537 -13.888 -14.208 -14.354 -14.493 -9.709 -14.231 -13.942 -14.462 -14.812 -14.478 -14.738 -14.443 -14.052 -12.999 -12.473 -11.818 -9.561
8.15 -9.365 -0.164 -9.867 -5.798 -10.963 -12.477 0.404 -0.825 0.313 2.574 5.048 -3.111 -4.373 -6.376 -7.911 -8.28 -10.588 -11.383 -13.493 -13.864 -14.195 -14.327 -14.454 -9.694 -14.192 -13.926 -14.428 -14.778 -14.447 -14.702 -14.388 -13.959 -12.954 -12.472 -11.817 -9.774
8.25 -9.346 -0.137 -9.848 -5.953 -10.943 -12.453 0.432 -0.792 0.344 2.602 4.943 3.466 -4.211 -6.53 -8.018 -8.422 -10.557 -11.343 -13.482 -13.856 -14.19 -14.309 -14.427 -9.715 -14.162 -13.898 -14.41 -14.762 -14.445 -14.696 -14.375 -13.931 -12.813 -12.424 -11.82 -9.767
8.35 -9.279 -0.071 -9.781 -5.559 -10.88 -12.41 0.495 -0.727 0.403 2.595 5.037 0.698 -4.321 -6.15 -7.845 -8.237 -10.452 -11.268 -13.434 -13.831 -14.166 -14.311 -14.425 -9.642 -14.124 -13.86 -14.405 -14.737 -14.439 -14.665 -14.35 -13.921 -12.745 -12.417 -11.589 -9.714
8.45 -9.241 -0.05 -9.743 -6.218 -10.831 -12.342 0.528 -0.688 0.435 2.727 1.581 -3.56 -5.329 -6.74 -8.019 -8.373 -10.421 -11.225 -13.377 -13.79 -14.134 -14.259 -14.369 -9.591 -14.104 -13.834 -14.351 -14.713 -14.422 -14.666 -14.339 -13.888 -12.732 -12.307 -11.584 -9.043
8.55 -9.231 -0.017 -9.733 -6.018 -10.824 -12.32 0.577 -0.666 0.458 2.676 4.995 3.585 -4.998 -6.568 -7.964 -8.335 -10.454 -11.222 -13.359 -13.757 -14.1 -14.219 -14.33 -9.663 -14.077 -13.784 -14.32 -14.681 -14.394 -14.637 -14.305 -13.842 -12.613 -12.344 -11.598 -9.818
8.65 -9.165 0.043 -9.667 -5.766 -10.761 -12.27 0.605 -0.614 0.523 2.72 5.154 3.504 -4.681 -6.31 -7.766 -8.143 -10.394 -11.162 -13.309 -13.719 -14.063 -14.195 -14.322 -9.537 -14.055 -13.75 -14.296 -14.668 -14.374 -14.63 -14.284 -13.794 -12.574 -12.425 -11.648 -9.726
8.75 -9.152 0.044 -9.654 -6.144 -10.741 -12.256 0.639 -0.594 0.55 2.842 2.584 -3.471 -4.47 -6.679 -7.937 -8.359 -10.323 -11.13 -13.257 -13.685 -14.029 -14.165 -14.268 -9.524 -14.021 -13.708 -14.255 -14.63 -14.338 -14.601 -14.253 -13.756 -12.541 -12.365 -11.516 -9.737
8.85 -9.087 0.131 -9.589 -5.87 -10.68 -12.18 0.71 -0.523 0.611 2.893 5.166 3.742 -4.036 -6.436 -7.855 -8.251 -10.303 -11.071 -13.211 -13.645 -13.993 -14.125 -14.229 -9.519 -13.959 -13.676 -14.214 -14.599 -14.322 -14.58 -14.219 -13.691 -12.431 -12.189 -11.437 -9.858
8.95 -9.069 0.126 -9.571 -5.781 -10.663 -12.139 0.72 -0.503 0.626 2.925 3.37 -4.118 -4.483 -6.311 -7.639 -8.038 -10.369 -11.066 -13.187 -13.607 -13.958 -14.076 -14.185 -9.485 -13.958 -13.636 -14.177 -14.576 -14.311 -14.558 -14.21 -13.714 -12.441 -12.252 -11.521 -9.816
9.05 -9.059 -0.106 -9.56 -6.096 -10.645 -12.128 0.723 -0.483 0.657 2.781 -2.81 -3.813 -4.361 -6.619 -7.987 -8.399 -10.27 -11.029 -13.129 -13.567 -13.917 -14.046 -14.151 -9.528 -13.902 -13.581 -14.144 -14.533 -14.292 -14.527 -14.162 -13.627 -12.299 -12.076 -11.488 -9.93
9.15 -9.054 0.173 -9.556 -5.798 -10.648 -12.104 0.753 -0.47 0.654 2.752 5.267 3.797 -5.011 -6.361 -7.874 -8.234 -10.342 -11.035 -13.099 -13.53 -13.877 -13.994 -14.098 -9.59 -13.856 -13.55 -14.087 -14.495 -14.258 -14.474 -14.105 -13.562 -12.313 -12.063 -11.429 -9.796
9.25 -8.967 0.251 -9.469 -5.833 -10.559 -12.05 0.842 -0.403 0.724 3.011 5.271 3.931 -4.955 -6.362 -7.633 -7.994 -10.23 -10.963 -13.058 -13.511 -13.862 -13.988 -14.063 -9.418 -13.832 -13.531 -14.06 -14.472 -14.262 -14.461 -14.093 -13.553 -12.238 -12.126 -11.334 -9.921
9.35 -8.961 0.264 -9.463 -5.852 -10.554 -12.013 0.859 -0.367 0.752 2.915 5.183 1.641 -5.212 -6.393 -7.761 -8.122 -10.242 -10.945 -13.045 -13.483 -13.833 -13.938 -14.019 -9.551 -13.821 -13.512 -14.018 -14.455 -14.225 -14.453 -14.075 -13.512 -12.186 -12.137 -11.473 -9.834
9.45 -8.937 0.292 -9.439 -5.804 -10.53 -11.972 0.887 -0.348 0.778 2.967 5.372 3.891 -5.161 -6.336 -7.694 -8.06 -10.255 -10.922 -12.998 -13.452 -13.809 -13.917 -13.989 -9.514 -13.782 -13.455 -13.997 -14.426 -14.212 -14.425 -14.033 -13.44 -12.118 -12.137 -11.275 -10.058
9.55 -8.917 0.294 -9.419 -5.619 -10.512 -11.968 0.873 -0.341 0.789 2.846 4.563 -3.341 -4.926 -6.158 -7.521 -7.844 -10.252 -10.909 -12.96 -13.414 -13.772 -13.873 -13.938 -9.434 -13.752 -13.411 -13.949 -14.389 -14.179 -14.392 -14.002 -13.405 -12.053 -11.999 -11.314 -10.153
9.65 -8.879 0.339 -9.381 -5.752 -10.471 -11.909 0.937 -0.296 0.822 3.027 5.351 0.668 -5.023 -6.308 -7.732 -8.099 -10.192 -10.849 -12.9 -13.337 -13.695 -13.793 -13.895 -9.418 -13.735 -13.352 -13.892 -14.363 -14.187 -14.348 -13.973 -13.417 -12.063 -12.116 -11.287 -10.31
9.75 -8.876 0.369 -9.377 -6.006 -10.462 -11.885 0.951 -0.261 0.861 2.944 5.024 -2.859 -4.763 -6.562 -7.932 -8.321 -10.156 -10.822 -12.847 -13.306 -13.656 -13.77 -13.854 -9.556 -13.683 -13.317 -13.846 -14.331 -14.153 -14.328 -13.948 -13.383 -11.909 -11.999 -11.257 -10.319
9.85 -8.821 0.412 -9.322 -5.878 -10.408 -11.851 0.995 -0.233 0.893 3.227 5.259 4.061 -4.74 -6.41 -7.666 -8.069 -10.123 -10.78 -12.803 -13.25 -13.6 -13.697 -13.789 -9.354 -13.631 -13.262 -13.786 -14.278 -14.128 -14.283 -13.88 -13.259 -11.815 -12.056 -11.155 -9.984
9.95 -8.848 0.377 -9.35 -5.72 -10.439 -11.884 0.969 -0.256 0.859 3.052 5.242 3.834 -4.794 -6.261 -7.601 -7.962 -10.176 -10.839 -12.78 -13.217 -13.557 -13.649 -13.701 -9.439 -13.608 -13.212 -13.717 -14.248 -14.112 -14.279 -13.873 -13.239 -11.776 -11.895 -11.078 -10.129
10.05 -8.805 0.446 -9.307 -5.911 -10.39 -11.803 1.031 -0.187 0.943 2.941 5.564 4.058 -4.153 -6.464 -7.78 -8.188 -10.137 -10.779 -12.748 -13.176 -13.52 -13.595 -13.661 -9.479 -13.552 -13.184 -13.672 -14.205 -14.083 -14.229 -13.811 -13.144 -11.784 -11.854 -11.257 -10.107
10.15 -8.77 0.485 -9.272 -6.007 -10.353 -11.735 1.108 -0.141 0.97 2.966 5.246 4.049 -4.48 -6.556 -7.827 -8.225 -10.138 -10.722 -12.663 -13.112 -13.455 -13.553 -13.613 -9.459 -13.532 -13.119 -13.617 -14.167 -14.046 -14.201 -13.782 -13.117 -11.66 -11.876 -11.174 -10.554
10.25 -8.729 0.515 -9.231 -6.173 -10.303 -11.674 1.102 -0.1 1.017 3.106 5.277 3.897 -4.617 -6.702 -7.787 -8.182 -10.11 -10.701 -12.629 -13.072 -13.423 -13.523 -13.587 -9.355 -13.497 -13.069 -13.596 -14.141 -14.024 -14.187 -13.761 -13.075 -11.733 -11.799 -11.063 -9.954
10.35 -8.717 0.565 -9.219 -5.887 -10.296 -11.595 1.184 -0.055 1.058 2.835 5.35 4.146 -4.205 -6.415 -7.646 -8.024 -10.249 -10.71 -12.588 -13.047 -13.405 -13.503 -13.529 -9.543 -13.453 -13.042 -13.544 -14.104 -14.003 -14.153 -13.718 -13.004 -11.699 -11.738 -11.075 -10.282
10.45 -8.688 0.569 -9.19 -5.654 -10.277 -11.626 1.146 -0.06 1.067 3.04 5.332 4.083 -4.685 -6.198 -7.568 -7.941 -10.13 -10.678 -12.527 -12.983 -13.334 -13.43 -13.477 -9.394 -13.435 -12.961 -13.49 -14.067 -13.961 -14.123 -13.685 -12.963 -11.477 -11.93 -11.001 -10.289
10.55 -8.702 0.577 -9.204 -5.692 -10.293 -11.605 1.182 -0.053 1.08 2.922 5.405 4.194 -4.17 -6.283 -7.771 -8.156 -10.158 -10.682 -12.502 -12.962 -13.313 -13.375 -13.386 -9.488 -13.393 -12.937 -13.423 -14.027 -13.925 -14.095 -13.651 -12.91 -11.462 -11.757 -10.954 -10.463
10.65 -8.684 0.578 -9.186 -5.879 -10.268 -11.605 1.199 -0.031 1.072 3.029 5.457 2.598 -4.978 -6.424 -7.692 -8.053 -10.14 -10.644 -12.474 -12.906 -13.239 -13.323 -13.377 -9.474 -13.36 -12.881 -13.397 -14.002 -13.918 -14.068 -13.619 -12.864 -11.356 -11.731 -10.964 -10.541
